STATS
4.727599972
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
4.727599972
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
4.727599972
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
4.727599972
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
4.727599972
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
4.727599972
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
4.727599972
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
4.727599972
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
4.727599972
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
4.727599972
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
4.727599972
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
1.44376577
4.727599972
1.44376577
1.44376577
