AGEB_ID,GRAPROES_C,VPH_AGUADV_%,PDER_SS_%,ARR_LBIEN_%,Education (percentile),Water (percentile),Health (percentile),Poverty (percentile)
2,9.79,97.68315592,80.36197564,72.44744,0.521,0.645,0.988,0.879
3,10.5,96.86956522,77.65486726,72.44744,0.668,0.52,0.979,0.879
4,9.85,96.94368132,66.4296152,72.44744,0.536,0.53,0.722,0.879
5,10.9,94.3197756,73.44655345,72.44744,0.725,0.318,0.938,0.879
6,9.92,97.31759657,71.58508822,72.44744,0.55,0.584,0.892,0.879
7,12.63,88.25136612,67.37240076,72.44744,0.857,0.161,0.758,0.879
8,10.2,98.56512141,64.84695488,72.44744,0.615,0.814,0.649,0.879
10,10.93,98.52724595,75.14048702,72.44744,0.732,0.807,0.962,0.879
11,10.28,96.51648862,71.51563328,72.44744,0.632,0.482,0.891,0.879
12,9.85,97.45916515,68.18405109,72.44744,0.536,0.605,0.79,0.879
13,10.57,99.32716569,72.46851385,72.44744,0.678,0.954,0.918,0.879
14,10.32,97.53668763,69.61309955,72.44744,0.641,0.619,0.842,0.879
15,10.02,97.06937799,65.94807238,72.44744,0.571,0.549,0.7,0.879
16,10.34,97.06643658,73.09598918,72.44744,0.645,0.548,0.933,0.879
17,10.64,92.4205379,72,72.44744,0.688,0.243,0.904,0.879
18,9.68,96.95603157,72.96849088,72.44744,0.497,0.531,0.931,0.879
19,10.79,96.33911368,74.57753018,72.44744,0.712,0.465,0.955,0.879
20,10.17,96.7192429,72.14308838,72.44744,0.604,0.506,0.909,0.879
21,10.68,95.62563581,71.40796307,72.44744,0.695,0.397,0.888,0.879
23,9.82,99.07407407,75.42997543,72.44744,0.53,0.916,0.966,0.879
24,10.26,97.31876862,75.16356975,72.44744,0.628,0.585,0.963,0.879
25,9.96,97.02970297,71.71474359,72.44744,0.56,0.543,0.896,0.879
26,10.52,95.48978154,69.01380671,72.44744,0.671,0.387,0.825,0.879
27,10.43,92.55583127,66.76822123,72.44744,0.658,0.247,0.737,0.879
30,11.42,96.34525661,73.80841121,72.44744,0.781,0.466,0.945,0.879
32,11.42,97.05882353,76.68131125,72.44744,0.781,0.545,0.976,0.879
33,11.17,95.30938124,72.67792521,72.44744,0.76,0.376,0.924,0.879
34,12.44,96.6746988,76.43471462,72.44744,0.845,0.501,0.974,0.879
35,10.72,95.67901235,70.72175465,72.44744,0.701,0.4,0.872,0.879
36,11.13,94.32387312,75.23148148,72.44744,0.757,0.318,0.964,0.879
37,12.01,96.36891794,69.97620593,72.44744,0.822,0.469,0.854,0.879
38,11.57,95.81218274,71.3091922,72.44744,0.794,0.411,0.887,0.879
39,10.66,97.46987952,72.95054763,72.44744,0.691,0.608,0.931,0.879
40,10.75,97.31884058,70.17879949,72.44744,0.706,0.585,0.86,0.879
42,10.43,97.79837775,69.81190256,72.44744,0.658,0.664,0.849,0.879
43,10.42,97.58412425,74.94061758,72.44744,0.657,0.629,0.958,0.879
44,9.64,99.26289926,71.40392495,72.44744,0.487,0.946,0.888,0.879
46,9.37,98.4020185,69.47828085,72.44744,0.418,0.778,0.837,0.879
48,10.98,94.55445545,72.52956887,72.44744,0.737,0.328,0.921,0.879
49,9.72,95.81901489,75.69686411,72.44744,0.505,0.412,0.969,0.879
50,10.09,97.80271155,73.94128345,72.44744,0.589,0.665,0.947,0.879
51,12.33,97.02833449,76.45769399,72.44744,0.838,0.543,0.974,0.879
52,13.39,95.22673031,72.65861027,72.44744,0.911,0.37,0.923,0.879
53,13.44,96.96233293,74.98014297,72.44744,0.915,0.532,0.96,0.879
54,11.45,95.09105305,67.91519435,72.44744,0.784,0.36,0.779,0.879
55,13.46,95.69672131,71.21652146,72.44744,0.917,0.402,0.884,0.879
57,10.18,98.24205544,73.99458623,72.44744,0.607,0.741,0.949,0.879
58,10.06,98.43342037,79.24944812,72.44744,0.583,0.784,0.986,0.879
59,10.67,96.05781866,74.23613731,72.44744,0.692,0.438,0.952,0.879
60,10.99,95.10146956,65.92532136,72.44744,0.739,0.362,0.699,0.879
62,11.05,99.7515528,79.79539642,72.44744,0.747,0.987,0.987,0.879
63,13.24,95.53128103,68.57594937,72.44744,0.9,0.39,0.808,0.879
64,12.55,94.86531987,68.30874605,72.44744,0.853,0.346,0.798,0.879
65,10.68,92.86809816,74.96105052,72.44744,0.695,0.257,0.959,0.879
66,9.1,91.44144144,67.41293532,72.44744,0.34,0.217,0.758,0.879
67,9.35,91.49797571,70.06222222,72.44744,0.412,0.219,0.858,0.879
70,10.57,99.08069459,78.35307078,72.44744,0.678,0.919,0.984,0.879
71,9.23,81.34328358,73.36683417,72.44744,0.382,0.106,0.937,0.879
72,10.9,95.57522124,82.36842105,72.44744,0.725,0.393,0.991,0.879
76,11.38,93.91304348,73.05050505,72.44744,0.777,0.294,0.932,0.879
77,10.77,97.61526232,74.02808574,72.44744,0.709,0.634,0.95,0.879
79,10.93,96.15653389,75.23043734,72.44744,0.732,0.449,0.964,0.879
80,10.02,98.71414441,73.42733189,72.44744,0.571,0.844,0.937,0.879
81,9.56,97.40718916,69.89812162,72.44744,0.467,0.597,0.852,0.879
82,13.45,96.14973262,69.73544974,72.44744,0.917,0.448,0.846,0.879
84,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
86,11.23,94.62474645,71.2292554,72.44744,0.766,0.333,0.885,0.879
91,9.72,98.7745098,74.95407226,72.44744,0.505,0.858,0.959,0.879
92,8.38,71.81818182,68.82793017,72.44744,0.178,0.076,0.815,0.879
94,14.26,89.96415771,68.00246609,76,0.98,0.191,0.783,0.902
95,14.03,97.97421731,73.71601208,76,0.964,0.695,0.943,0.902
97,13.68,88.30769231,63.09904153,76,0.934,0.161,0.592,0.902
98,13.41,88.74622356,62.5499002,76,0.913,0.169,0.571,0.902
99,12.42,90.19248396,60.92938733,76,0.844,0.194,0.518,0.902
100,13.52,83.06288032,59.22428331,76,0.923,0.112,0.474,0.902
101,13.66,94.18084154,68.24978012,76,0.932,0.311,0.794,0.902
102,12.71,89.85828167,65.38679513,76,0.863,0.189,0.672,0.902
103,12.79,91.85393258,67.53434563,76,0.869,0.229,0.763,0.902
104,13.5,88.46846847,65.1481888,76,0.922,0.165,0.663,0.902
105,13.32,90.06369427,66.04914934,76,0.905,0.192,0.704,0.902
106,13.8,88.20512821,63.48008386,76,0.946,0.16,0.606,0.902
107,13.72,93.24462641,69.85964912,76,0.939,0.27,0.851,0.902
108,13.95,93.56223176,69.30455635,76,0.959,0.281,0.833,0.902
109,13.63,87.87878788,60.21840874,76,0.93,0.155,0.501,0.902
110,13.19,95.51934827,64.76780186,76,0.895,0.389,0.646,0.902
111,13.44,92.63771186,65.38662943,76,0.915,0.249,0.672,0.902
112,14.06,90.54307116,64.73306773,76,0.966,0.202,0.645,0.902
113,14.77,87.12446352,62.55144033,76,0.997,0.145,0.571,0.902
116,14.18,88.75,61.93771626,76,0.975,0.169,0.551,0.902
117,12.04,91.26637555,67.34350595,76,0.824,0.214,0.757,0.902
118,12.72,89.75903614,58.96871945,76,0.863,0.187,0.465,0.902
119,13.13,88.23529412,63.26276463,76,0.892,0.16,0.6,0.902
121,13.38,90.08832188,66.88995215,76,0.91,0.193,0.742,0.902
122,13.74,95.41627689,68.94024803,76,0.942,0.383,0.821,0.902
123,9.26,95.96774194,64.85596708,76,0.39,0.425,0.649,0.902
126,14.82,93.57218124,72.2569879,76,0.997,0.282,0.911,0.902
129,14.29,92.09370425,70.64291247,76,0.981,0.235,0.871,0.902
130,13.02,94.7454844,63.12354312,76,0.886,0.339,0.594,0.902
131,10.8,96.92982456,68.82410107,76,0.714,0.527,0.815,0.902
132,12.66,89.01098901,68.15587483,76,0.859,0.172,0.79,0.902
133,12.5,89.00990099,62.03297534,76,0.851,0.172,0.554,0.902
134,13.74,86.92946058,63.19580878,76,0.942,0.144,0.597,0.902
135,13.79,87.53709199,59.78161965,76,0.945,0.15,0.488,0.902
136,13.99,90.44502618,68.1136543,76,0.963,0.199,0.788,0.902
137,13.54,89.39857288,64.66526569,76,0.923,0.181,0.642,0.902
138,12.59,94.75065617,64.17582418,76,0.855,0.339,0.626,0.902
139,11.61,94.93487699,66.06129398,76,0.796,0.352,0.705,0.902
140,9.31,95.67636986,64.91068381,76,0.401,0.4,0.651,0.902
141,11.29,98.31697055,70.75685708,76,0.77,0.76,0.874,0.902
142,10.77,98.4020185,64.62763774,76,0.709,0.778,0.641,0.902
144,8.62,96.33911368,59.21801534,76,0.231,0.465,0.473,0.902
145,9.36,97.0030349,63.30015613,76,0.415,0.539,0.6,0.902
146,9.14,98.49056604,61.1542192,76,0.354,0.796,0.526,0.902
147,9.58,97.42857143,58.90987588,76,0.473,0.601,0.463,0.902
148,9.96,96.07041811,60.26874729,76,0.56,0.44,0.503,0.902
149,9.92,93.74209861,63.72234118,76,0.55,0.287,0.613,0.902
150,11.57,88.35202761,60.11958924,76,0.794,0.162,0.498,0.902
151,11.95,88.4765625,64.52808668,76,0.818,0.165,0.638,0.902
152,14.06,95.73459716,71.9343253,76,0.966,0.405,0.902,0.902
154,13.38,95.59032717,69.27530017,76,0.91,0.395,0.831,0.902
155,13.46,92.05298013,64.64722014,76,0.917,0.233,0.642,0.902
156,14.1,99.05660377,70.35714286,76,0.969,0.912,0.864,0.902
157,9.34,98.36862201,59.28106324,76,0.41,0.772,0.476,0.902
158,9.17,97.26618705,60.3961136,76,0.364,0.578,0.507,0.902
159,10.17,96.79366277,62.1470648,76,0.604,0.514,0.559,0.902
161,10.17,98.15611555,64.35958632,76,0.604,0.726,0.632,0.902
162,10.58,97.35449735,65.06044047,76,0.68,0.591,0.659,0.902
163,11.92,95.09202454,69.21413122,76,0.815,0.361,0.829,0.902
164,14.3,98.47058824,72.42688948,76,0.982,0.791,0.918,0.902
165,14.41,96.44670051,67.89802289,76,0.988,0.474,0.778,0.902
166,13.31,98.26642336,77.70607216,76,0.904,0.749,0.98,0.902
167,9.01,96,59.4352014,76,0.32,0.43,0.481,0.902
168,10.25,96.80046539,63.5183382,76,0.627,0.515,0.607,0.902
169,9.9,97.7027027,60.22877784,76,0.546,0.649,0.502,0.902
170,10.24,97.34564339,71.11627907,76,0.625,0.591,0.881,0.902
171,10.2,93.77593361,60.11014949,76,0.615,0.289,0.497,0.902
172,9.9,98.93992933,62.24200728,76,0.546,0.893,0.562,0.902
173,10,96.74894642,58.91848265,76,0.568,0.51,0.463,0.902
174,12.25,94.28571429,65.95943838,76,0.833,0.316,0.702,0.902
176,13.2,97.07602339,69.3373494,76,0.896,0.55,0.834,0.902
177,13.98,96.02385686,73.98617081,76,0.962,0.434,0.948,0.902
178,13.78,97.24238026,75.14060742,76,0.945,0.574,0.962,0.902
179,11.3,98.17629179,66.00388698,76,0.771,0.729,0.702,0.902
182,10.19,97.83333333,64.48357071,76,0.61,0.67,0.636,0.902
183,9.67,95.38261997,62.50082743,76,0.496,0.381,0.57,0.902
184,12.46,97.34375,69.72330208,76,0.847,0.59,0.845,0.902
185,12.26,98.76033058,70.41430291,76,0.834,0.854,0.867,0.902
187,12.74,93.93564356,63.78534704,76,0.866,0.295,0.614,0.902
188,11.34,97.73972603,70.89452603,76,0.775,0.656,0.876,0.902
190,10.93,97.42268041,71.92550949,76,0.732,0.6,0.901,0.902
192,11.55,98.30667921,72.4789916,76,0.792,0.759,0.919,0.902
195,11.41,95.91489362,72.32462878,76,0.78,0.42,0.914,0.902
197,13.42,95.78820698,73.47941065,76,0.914,0.409,0.938,0.902
201,9.92,96.74556213,70.57620184,76,0.55,0.51,0.87,0.902
203,12.8,98.18930041,70.83108473,76,0.87,0.731,0.875,0.902
204,10.73,98.73417722,62.30824373,76,0.703,0.848,0.563,0.902
205,14.31,96.90607735,74.88601824,76,0.983,0.523,0.958,0.902
207,12.38,96.1026616,74.94539782,76,0.842,0.443,0.959,0.902
208,11.42,97.61295823,71.81643441,76,0.781,0.633,0.898,0.902
209,11.45,96.93877551,72.43243243,76,0.784,0.528,0.918,0.902
211,11.19,97.96407186,72.12238951,76,0.761,0.693,0.908,0.902
212,13.92,94.87315011,73.60953462,76,0.957,0.348,0.941,0.902
213,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
223,13.26,97.19626168,73.65482234,76,0.9,0.568,0.942,0.902
224,12.68,90.28571429,60.29850746,76,0.86,0.196,0.505,0.902
225,12.45,97.81609195,65.03518874,76,0.846,0.668,0.656,0.902
226,12.94,94.61883408,64.38251087,76,0.878,0.332,0.633,0.902
227,14.13,96.61016949,71.48102815,76,0.973,0.493,0.89,0.902
228,13.77,96.75599436,70.41973344,76,0.943,0.511,0.867,0.902
229,13.29,98.80952381,68.752091,76,0.903,0.866,0.814,0.902
231,11.75,96.1026616,68.59858939,76,0.806,0.443,0.808,0.902
232,11.76,94.66811752,72.70432313,76,0.807,0.334,0.924,0.902
234,13.74,95.3326713,73.0305181,76,0.942,0.378,0.932,0.902
236,12.75,90.37111334,70.84861824,78,0.866,0.197,0.876,0.937
237,10.19,94.03393541,62.61207412,78,0.61,0.301,0.574,0.937
239,10.19,98.16013629,67.45406824,78,0.61,0.727,0.762,0.937
240,11.69,99.13892078,74.02597403,78,0.802,0.93,0.949,0.937
241,11.52,97.68786127,66.71655193,78,0.791,0.647,0.735,0.937
242,11.12,98.96755162,68.22429907,78,0.756,0.899,0.792,0.937
243,9.43,94.69434833,68.24833703,78,0.435,0.336,0.794,0.937
244,11.55,88.14382896,67.02803738,78,0.792,0.159,0.745,0.937
245,12.22,96.17563739,74.70137279,78,0.831,0.45,0.957,0.937
246,11.81,91.82769726,72.19540452,78,0.811,0.228,0.911,0.937
247,9.73,95.17994859,64.49466027,78,0.509,0.367,0.636,0.937
248,11.03,97.93729373,71.93877551,78,0.745,0.688,0.902,0.937
249,8.67,92.12635549,55.14134475,78,0.24,0.236,0.36,0.937
250,8.77,97.05882353,63.74190668,78,0.259,0.545,0.613,0.937
251,9.74,61.52197213,64.69648562,78,0.512,0.062,0.644,0.937
252,10.56,98.1360671,64.14223331,78,0.677,0.723,0.625,0.937
253,10.95,98.62778731,70.92030361,78,0.735,0.826,0.877,0.937
254,8.43,91.38166895,59.88538682,78,0.191,0.216,0.491,0.937
255,11.09,98.35975943,69.37232525,78,0.752,0.77,0.835,0.937
256,12.95,89.08128908,74.28269671,78,0.88,0.174,0.953,0.937
257,9.17,78.21280516,54.77398524,78,0.364,0.094,0.348,0.937
258,9,92.24806202,56.13718412,78,0.316,0.238,0.389,0.937
259,9.59,87.58992806,63.16028112,78,0.476,0.151,0.595,0.937
260,9.61,96.88516969,70.39444689,78,0.48,0.521,0.865,0.937
261,8.88,94.69083846,64.45623342,78,0.285,0.336,0.635,0.937
262,8.7,85.18518519,56.167979,78,0.245,0.127,0.39,0.937
263,8.37,99.16897507,74.53617811,63,0.177,0.934,0.954,0.466
264,8.7,99.27797834,64.91584982,63,0.245,0.948,0.651,0.466
265,9.36,98.88930026,66.92443226,63,0.415,0.88,0.743,0.466
266,8.8,98.93867925,75.1935676,63,0.265,0.892,0.964,0.466
268,8.72,96.45283019,69.17264096,63,0.25,0.476,0.828,0.466
269,8.99,99.51179821,72.41161616,63,0.314,0.972,0.917,0.466
270,8.05,0,99.95217599,63,0.11,0,0.999,0.466
271,8.65,98.65134865,68.36027714,63,0.237,0.831,0.8,0.466
272,9.84,98.43492586,65.95376971,63,0.534,0.784,0.701,0.466
274,9.67,98.99057873,71.88115268,63,0.496,0.902,0.9,0.466
275,8.85,99.11971831,65.52890529,63,0.277,0.925,0.68,0.466
276,9.93,98.74371859,65.69579288,63,0.553,0.85,0.688,0.466
277,8.49,95.18324607,69.53423935,63,0.207,0.367,0.839,0.466
278,8.47,98.9063568,62.66493217,63,0.2,0.885,0.578,0.466
279,8.96,97.88672866,67.88990826,63,0.307,0.68,0.777,0.466
280,12.14,97.02325581,72.065655,63,0.828,0.542,0.906,0.466
282,12.63,96.28099174,75.90146376,63,0.857,0.461,0.97,0.466
286,8.44,99.13739988,70.4112179,63,0.194,0.93,0.866,0.466
289,10.67,96.30541872,66.68835394,63,0.692,0.462,0.734,0.466
290,9.23,96.47058824,60.96043395,63,0.382,0.477,0.521,0.466
291,10.08,93.36941813,73.32506203,63,0.587,0.275,0.936,0.466
292,9.65,99.08675799,65.62950752,63,0.491,0.92,0.685,0.466
293,10.38,95.92215014,60.63607925,63,0.651,0.421,0.512,0.466
294,10.35,96.77966102,64.89777165,63,0.645,0.513,0.65,0.466
295,9.89,92.59259259,65.0483304,63,0.545,0.248,0.658,0.466
296,10.11,96.46418858,74.07587549,63,0.594,0.477,0.95,0.466
297,10.35,95.60810811,68.9277086,63,0.645,0.396,0.821,0.466
298,12.48,99.48141746,78.47571189,63,0.849,0.97,0.984,0.466
300,11.12,99.19871795,63.13109885,63,0.756,0.938,0.594,0.466
301,13.06,98.63945578,78.13953488,63,0.888,0.829,0.982,0.466
302,13.58,97.85276074,69.23076923,63,0.926,0.673,0.829,0.466
304,10.23,95.44103072,66.31147541,63,0.624,0.385,0.717,0.466
306,10.08,97.93046358,71.8087408,63,0.587,0.687,0.898,0.466
309,12.73,98.73737374,67.98479087,63,0.864,0.848,0.783,0.466
310,9.01,99.47984395,68.98948796,63,0.32,0.969,0.823,0.466
311,9.06,98.81944444,70.03257329,63,0.331,0.869,0.857,0.466
312,9.01,98.23747681,61.1629667,63,0.32,0.74,0.527,0.466
313,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
314,13.54,97.56097561,68.49073257,63,0.923,0.625,0.804,0.466
315,13.5,95.50561798,67.94952681,63,0.922,0.388,0.782,0.466
317,11.83,71.42857143,66.66666667,63,0.811,0.075,0.733,0.466
318,10.32,97.37704918,61.21860848,63,0.641,0.594,0.528,0.466
319,10.18,98.53479853,63.24351805,63,0.607,0.809,0.599,0.466
321,7.59,91.78082192,63.70558376,63,0.046,0.226,0.612,0.466
322,9.06,98.24442944,66.07241316,63,0.331,0.743,0.705,0.466
323,9.41,97.54170325,61.10187604,63,0.429,0.621,0.524,0.466
324,9.96,98.25396825,71.00705581,63,0.56,0.746,0.879,0.466
325,9.28,95.99325179,57.82503038,63,0.393,0.429,0.434,0.466
328,12.34,96.58119658,59.40594059,63,0.839,0.49,0.479,0.466
331,12.78,98.87323944,75.29654461,63,0.868,0.879,0.965,0.466
333,13.75,97.73913043,73.21428571,63,0.942,0.655,0.936,0.466
334,13.58,98.0952381,64.24485126,63,0.926,0.715,0.629,0.466
335,13.87,96.36752137,65.64376251,63,0.951,0.468,0.686,0.466
336,10.51,99.04502046,63.04505814,63,0.67,0.91,0.588,0.466
337,10.16,98.95833333,60.75124569,63,0.602,0.897,0.516,0.466
339,9.88,96.71322925,67.04570792,63,0.543,0.505,0.747,0.466
340,9.59,96.86120647,66.95776851,63,0.476,0.52,0.743,0.466
341,9.49,95.6982911,60.50132337,63,0.447,0.402,0.509,0.466
345,12.08,97.94285714,67.03102962,63,0.825,0.688,0.746,0.466
347,13.82,98.57142857,63.8076351,63,0.948,0.815,0.615,0.466
348,12.97,97.18045113,60.96345515,63,0.881,0.565,0.521,0.466
350,9.93,98.29457364,64,63,0.553,0.756,0.622,0.466
351,9.4,98.03043868,67.52860412,63,0.426,0.705,0.763,0.466
353,9.95,96.44902635,65.87774295,63,0.558,0.475,0.697,0.466
354,9.61,98.86104784,63.58053125,63,0.48,0.877,0.609,0.466
355,9.59,94.7112039,63.06711661,63,0.476,0.337,0.591,0.466
356,9.3,94.7845805,57.52134236,63,0.398,0.341,0.425,0.466
357,9.27,94.30604982,60.53584359,63,0.391,0.317,0.51,0.466
358,9.32,98.4962406,66.6210982,63,0.404,0.798,0.731,0.466
359,11.63,96.97601668,66.99853587,63,0.798,0.535,0.744,0.466
360,10.5,96.66666667,79.7979798,63,0.668,0.5,0.987,0.466
361,10.79,98.68766404,59.45716709,63,0.712,0.838,0.481,0.466
362,12.47,97.66483516,62.0732209,63,0.848,0.64,0.556,0.466
363,11.75,97.79681763,63.89904901,63,0.806,0.664,0.619,0.466
364,9.73,97.88918206,69.59004392,63,0.509,0.68,0.841,0.466
365,10.22,94.13609282,69.54332974,63,0.621,0.309,0.839,0.466
366,11.39,91.1717496,66.25214408,63,0.778,0.213,0.714,0.466
368,9.84,94.39592431,62.83443195,63,0.534,0.322,0.581,0.466
372,10.51,99.13269731,63.71788657,63,0.67,0.928,0.612,0.466
374,9.7,97.819063,60.04164739,63,0.501,0.669,0.495,0.466
375,12.63,97.32576985,70.3989704,63,0.857,0.587,0.865,0.466
378,10.01,97.29411765,59.46367321,63,0.569,0.581,0.482,0.466
379,8.25,99.69512195,62.99212598,63,0.152,0.985,0.587,0.466
381,10.24,98.81376038,69.04262753,63,0.625,0.868,0.826,0.466
382,11.6,85.625,68.57394366,63,0.795,0.131,0.808,0.466
383,10.25,96.97580645,69.3233345,63,0.627,0.534,0.833,0.466
384,9.41,98.49802372,69.46401879,63,0.429,0.799,0.837,0.466
385,9.32,98.30508475,66.02200142,63,0.404,0.757,0.703,0.466
387,12.69,94.91133385,64.42767296,63,0.861,0.35,0.634,0.466
390,12.57,94.49035813,63.19190784,63,0.853,0.325,0.596,0.466
392,12.24,98.38509317,67.16190476,63,0.833,0.775,0.751,0.466
393,10.75,98.93617021,66.17405583,63,0.706,0.891,0.71,0.466
395,8.81,85.71428571,88.88888889,63,0.267,0.133,0.995,0.466
396,13.73,92.59431765,80.06002001,63,0.941,0.249,0.988,0.466
397,10.41,95.77464789,67.10633117,63,0.655,0.407,0.749,0.466
400,8.95,98.68131868,65.97649692,63,0.304,0.836,0.702,0.466
401,9.87,98.26530612,65.42841649,63,0.541,0.749,0.675,0.466
402,11.3,98.31756046,67.65930195,63,0.771,0.76,0.768,0.466
403,10.35,98.08118081,65.38380652,63,0.645,0.713,0.672,0.466
404,10.63,96.02233077,67.66666667,63,0.686,0.433,0.769,0.466
405,10.54,96.25996321,63.5345935,63,0.673,0.459,0.607,0.466
406,10.94,97.50972763,65.07386888,63,0.733,0.614,0.66,0.466
407,12.53,98.42931937,65.94543744,63,0.853,0.783,0.7,0.466
409,12.72,85.79545455,71.42857143,63,0.863,0.134,0.889,0.466
410,12.43,98.62475442,66.24724756,63,0.845,0.825,0.714,0.466
411,11.09,97.52791069,64.47096626,63,0.752,0.617,0.635,0.466
412,11.44,97.33434882,67.27788692,63,0.784,0.588,0.755,0.466
413,10.89,98.27586207,69.5010846,63,0.724,0.752,0.838,0.466
414,11.01,97.36603088,63.94506866,63,0.743,0.593,0.621,0.466
417,12.31,95.86956522,65.70763698,63,0.836,0.416,0.689,0.466
418,10.74,97.20116618,66.27432517,63,0.704,0.569,0.715,0.466
419,10.1,98.6408782,66.55638269,63,0.591,0.829,0.728,0.466
420,7.5,,0,63,0.038,0,0,0.466
421,9.94,98.77408056,65.7440265,63,0.555,0.858,0.69,0.466
424,9.55,99.07859079,65.51084475,63,0.463,0.918,0.679,0.466
426,10.18,96.4819701,70.22123894,63,0.607,0.478,0.861,0.466
429,11.05,97.47663551,68.66257669,63,0.747,0.61,0.81,0.466
431,10.67,98.49884527,64.73988439,63,0.692,0.8,0.645,0.466
433,10.34,97.38134206,67.94019934,63,0.645,0.595,0.781,0.466
435,10.69,99.24314096,56.58697864,63,0.696,0.944,0.402,0.466
436,9.77,100,58.37438424,63,0.517,0.992,0.451,0.466
437,10.07,94.87776484,68.04966687,63,0.586,0.349,0.786,0.466
438,9.56,98.02083333,66.07987388,63,0.467,0.703,0.706,0.466
439,10.85,97.79220779,63.91468868,63,0.719,0.662,0.62,0.466
440,10.98,98.73257288,66.36249213,63,0.737,0.847,0.719,0.466
441,10.13,99.6,61.62570888,63,0.597,0.979,0.54,0.466
442,11.1,99.14215686,69.35376416,63,0.754,0.93,0.834,0.466
443,10.89,98.83268482,67.43801653,63,0.724,0.871,0.76,0.466
444,10.38,97.85615491,72.35595896,63,0.651,0.673,0.915,0.466
445,10.26,98.88991674,68.13637529,63,0.628,0.881,0.789,0.466
446,10.2,98.27995255,67.91506437,63,0.615,0.754,0.779,0.466
448,10.9,98.97610922,63.64190012,63,0.725,0.901,0.61,0.466
449,10.75,98.51551957,65.57823129,63,0.706,0.803,0.682,0.466
450,10.41,98.66755496,69.9298116,63,0.655,0.832,0.853,0.466
451,10.09,98.92611684,58.98793401,63,0.589,0.89,0.466,0.466
452,10.24,99.31448158,62.92339168,63,0.625,0.952,0.585,0.466
453,9.82,98.95238095,63.04291956,63,0.53,0.895,0.588,0.466
454,11.16,98.26732673,67.67419663,63,0.76,0.75,0.769,0.466
456,11.19,98.49462366,69.40836941,63,0.761,0.797,0.836,0.466
457,10.7,97.00214133,65.2637486,63,0.698,0.539,0.668,0.466
459,12.15,95.68345324,72.68472083,63,0.828,0.401,0.924,0.466
460,10.45,93.75,60.20159889,63,0.663,0.287,0.5,0.466
461,10.7,98.29424307,65.20467836,63,0.698,0.755,0.666,0.466
462,11.95,97.50499002,73.58684481,63,0.818,0.613,0.94,0.466
464,12.16,99.17695473,72.54761049,63,0.829,0.937,0.921,0.466
465,12.04,98.58064516,75.46296296,63,0.824,0.816,0.967,0.466
468,10.22,99.22341697,67.11409396,63,0.621,0.942,0.749,0.466
469,10,99.34029687,64.2172524,63,0.568,0.955,0.628,0.466
470,4.11,0,55.55555556,63,0,0,0.373,0.466
471,8.22,98.72340426,70.75575027,63,0.146,0.846,0.873,0.466
472,7.48,98.74429224,70.11757958,63,0.035,0.851,0.859,0.466
473,8.11,98.69631902,65.71263926,63,0.121,0.84,0.689,0.466
474,8.56,98.68735084,60.93350384,63,0.219,0.838,0.519,0.466
475,8.57,99.28571429,68.86642599,63,0.222,0.949,0.817,0.466
476,8.77,99.5618839,72.60857224,63,0.259,0.975,0.922,0.466
477,11.07,97.95597484,75.11899611,63,0.748,0.691,0.961,0.466
479,10.9,97.55469755,66.29526462,63,0.725,0.623,0.717,0.466
481,9.59,97.38255034,63.94361106,63,0.476,0.596,0.621,0.466
483,10.49,96.51006711,68.37016575,63,0.665,0.481,0.801,0.466
485,9.53,98.70903674,69.74169742,63,0.456,0.843,0.846,0.466
487,8.62,98.0806142,72.93454278,63,0.231,0.713,0.93,0.466
489,8.13,98.00637959,72.85202864,63,0.126,0.7,0.929,0.466
490,11.96,98.58906526,64.82915718,63,0.819,0.817,0.648,0.466
493,9.95,98.53515625,68.14271255,63,0.558,0.81,0.789,0.466
496,11.41,97.9519774,71.16157556,63,0.78,0.69,0.883,0.466
497,11.87,97.72135417,71.83569182,63,0.813,0.653,0.9,0.466
499,10.41,98.06763285,76.09841828,63,0.655,0.712,0.971,0.466
500,11.19,96.44268775,69.62991225,63,0.761,0.474,0.843,0.466
501,10.29,95.75137687,64.80677377,63,0.634,0.406,0.648,0.466
502,10.12,98.3805668,63.5594968,63,0.594,0.774,0.608,0.466
504,8.1,98.957498,71.20095598,63,0.118,0.896,0.883,0.466
505,7.98,98.44683393,73.76807318,63,0.098,0.786,0.944,0.466
506,8.03,97.84366577,62.74241387,63,0.107,0.671,0.58,0.466
507,7.88,98.92933619,65.625,63,0.084,0.89,0.685,0.466
508,10.57,97.86096257,71.24297753,63,0.678,0.674,0.886,0.466
510,9.56,97.55422243,71.36064375,63,0.467,0.623,0.887,0.466
511,9.54,95.21294156,67.12213932,63,0.46,0.368,0.75,0.466
514,8.86,97.97178131,56.02143024,63,0.279,0.695,0.384,0.466
515,9.13,97.43918054,61.71763869,63,0.349,0.602,0.546,0.466
518,10.81,98.9010989,76.89782519,63,0.716,0.884,0.977,0.466
519,10.03,94.03614458,76.05585831,63,0.574,0.302,0.971,0.466
520,7.82,94.8622487,69.25512104,63,0.072,0.346,0.83,0.466
522,8.42,98.48375451,68.67573618,63,0.188,0.795,0.811,0.466
